% time	cellId	IMSI	RNTI	txMode	layer	mcs	size	rv	ndi	correct
1630	1	1	1	0	0	0	349	1	0	1
1631	1	1	1	0	0	0	349	1	0	1
1632	1	1	1	0	0	0	349	1	0	1
1633	1	1	1	0	0	0	349	1	0	1
1634	1	1	1	0	0	0	349	1	0	1
1635	1	1	1	0	0	0	349	1	0	1
1636	1	1	1	0	0	0	349	1	0	1
1637	1	1	1	0	0	0	349	0	1	0
1638	1	1	1	0	0	0	349	0	1	0
1639	1	1	1	0	0	0	349	0	1	0
1640	1	1	1	0	0	0	349	0	1	0
1641	1	1	1	0	0	0	349	0	1	0
1642	1	1	1	0	0	0	349	0	1	0
1643	1	1	1	0	0	0	349	0	1	0
1644	1	1	1	0	0	0	349	1	0	1
1645	1	1	1	0	0	0	349	1	0	1
1646	1	1	1	0	0	0	349	1	0	1
1647	1	1	1	0	0	0	349	1	0	1
1648	1	1	1	0	0	0	349	1	0	1
1649	1	1	1	0	0	0	349	1	0	1
1650	1	1	1	0	0	0	349	1	0	1
1651	1	1	1	0	0	0	349	0	1	0
1652	1	1	1	0	0	0	349	0	1	0
1653	1	1	1	0	0	0	349	0	1	0
1654	1	1	1	0	0	0	349	0	1	0
1655	1	1	1	0	0	0	349	0	1	0
1656	1	1	1	0	0	0	349	0	1	0
1657	1	1	1	0	0	0	349	0	1	0
1658	1	1	1	0	0	0	349	1	0	1
1659	1	1	1	0	0	0	349	1	0	1
1660	1	1	1	0	0	0	349	1	0	1
1661	1	1	1	0	0	0	349	1	0	1
1662	1	1	1	0	0	0	349	1	0	1
1663	1	1	1	0	0	0	349	1	0	1
1664	1	1	1	0	0	0	349	1	0	1
1665	1	1	1	0	0	0	349	0	1	0
1666	1	1	1	0	0	0	349	0	1	0
1667	1	1	1	0	0	0	349	0	1	0
1668	1	1	1	0	0	0	349	0	1	0
1669	1	1	1	0	0	0	349	0	1	0
1670	1	1	1	0	0	0	349	0	1	0
1671	1	1	1	0	0	0	349	0	1	0
1672	1	1	1	0	0	0	349	1	0	1
1673	1	1	1	0	0	0	349	1	0	1
1674	1	1	1	0	0	0	349	1	0	1
1675	1	1	1	0	0	0	349	1	0	1
1676	1	1	1	0	0	0	349	1	0	1
1677	1	1	1	0	0	0	349	1	0	1
1678	1	1	1	0	0	0	349	1	0	1
1679	1	1	1	0	0	0	349	0	1	0
1680	1	1	1	0	0	0	349	0	1	0
1681	1	1	1	0	0	0	349	0	1	0
1682	1	1	1	0	0	0	349	0	1	0
1683	1	1	1	0	0	0	349	0	1	0
1684	1	1	1	0	0	0	349	0	1	0
1685	1	1	1	0	0	0	349	0	1	0
1686	1	1	1	0	0	0	349	1	0	1
1687	1	1	1	0	0	0	349	1	0	1
1688	1	1	1	0	0	0	349	1	0	1
1689	1	1	1	0	0	0	349	1	0	1
1690	1	1	1	0	0	0	349	1	0	1
1691	1	1	1	0	0	0	349	1	0	1
1692	1	1	1	0	0	0	349	1	0	1
1693	1	1	1	0	0	0	349	0	1	0
1694	1	1	1	0	0	0	349	0	1	0
1695	1	1	1	0	0	0	349	0	1	0
1696	1	1	1	0	0	0	349	0	1	0
